Text,Classificacao
Governo de Minas entrega 401 veículos para o transporte de alunos da rede pública de ensino -… https://t.co/jpe2u4rBIa,Positivo
"Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/YIiYnF4Z1v via @jornalhojeemdia",Positivo
Secretaria de Educação de MG abre processo para contratar designados - Politica - Estado de Minas https://t.co/z09KztNIPS,Positivo
Secretaria Municipal de Educação contrata profissionais para o ano letivo e garante que processo cumpriu a lei https://t.co/UnBYuxrY4q,Positivo
"RT @jornalhojeemdia: Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/PhB9H3kvFS https://t.co/lzE3kK…",Positivo
"@PMMG190 - Durante operação, PM descobre vasta plantação de maconha, apreende armas, munições e drogas https://t.co/9aKdQAHecS",Positivo
#timbeta #globo Presos por roubo à casa em Juiz de Fora têm histórico de crimes violentos https://t.co/1JKC7vbgMU #OperacaoBetaLab #Sigode…,Positivo
RT @RafaelC23516587: Alunos desocupam colégio da UFJF para não afetar conclusão do 3º ano https://t.co/n1YGGYnhOq,Positivo
"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/v5xCrs5wJM https://t.co/DeHUcwNMGx",Positivo
Processo de designação de professores estaduais em Minas será feito pela internet https://t.co/dSjtXrCnG4 #SomosTodosDilma #Raynniere #Buy…,Positivo
"O Governo de #Minas vai liberar R$ 770.452,56 para obras na #Escola Est. Pedro Lessa, em São Miguel do Anta. Saiba… https://t.co/rpDkVCLPAJ",Positivo
Detran-MG realiza ações de educação de trânsito durante mês de fevereiro https://t.co/IczHVYuTAR https://t.co/8JwcdRMZ7o,Positivo
Polícia Civil de Minas Gerais prende ex-vereador de Esmeraldas acusado de tráfico de droga… https://t.co/5GGcol65qz https://t.co/GB57LJbfNg,Positivo
Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/yKGERRkjZS,Positivo
RT @jornalhoje: Minas Gerais é o quarto estado a garantir o direito à amamentação em público: https://t.co/iVvCtS2Pr9 #JornalHoje https://t…,Positivo
Homem é preso ao agredir segurança de clube em Três Corações (MG) https://t.co/kGU04a3Uli https://t.co/jMBNAKuKWS,Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/xZsTDblZy9",Positivo
"RT @MARCUSPITTER: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/3q8gKwskvD",Positivo
Governador Fernando Pimentel entrega 401 veículos para transporte escolar https://t.co/PuNbOx0ZIj,Positivo
Dupla é presa duas vezes na mesma noite em furto no centro de BH https://t.co/E9sa4IY3Ur #R7MG #RecordTVMinas,Positivo
RT @jornalhoje: Minas Gerais é o quarto estado a garantir o direito à amamentação em público: https://t.co/iVvCtS2Pr9 #JornalHoje https://t…,Positivo
"RT @ludmilabaldan: O estado de MG, por exemplo, tem 11 universidades públicas, com grandes nomes...",Positivo
Agentes de presídio do Centro-Oeste de Minas vão passar por capacitação https://t.co/JFTSQNxPvM,Positivo
#JuizDeFora #JFClipping_ Cidade Alerta Polícia prende traficantes com drogas e armas em Minas Gerais :: https://t.co/DdvXNXhmd5,Positivo
Com menos se faz mais: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/iSWaagdU2o,Positivo
Polícia Civil apreende drogas e materiais para refino em Iturama https://t.co/fqQCgqlP9f https://t.co/vCcBj79spy,Positivo
Voluntários de outros estados chegam a Minas para ajudar no combate à febre amarela https://t.co/JH1qCl7n2A https://t.co/9q64GnSjcQ,Positivo
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",Positivo
Profissionais da saúde trabalham sem descanso para vacinar contra febre amarela em Minas https://t.co/TpiADzAN9M https://t.co/DaIkMyoLyb,Positivo
Dois são detidos ao tentar jogar celulares e drogas em presídio de MG https://t.co/G7HUxQML8b https://t.co/Bxm47NV5MO,Positivo
Adolescente é preso com armas e drogas em Tumiritinga  https://t.co/VtKdjht37U,Positivo
"New post: ""Três são presos após furto a loja em shopping de Varginha, MG"" https://t.co/m79SMmOHp8",Positivo
Jovem é preso em Patos de Minas suspeito de tráfico e roubo na região https://t.co/B97MNnVMNE #TimBeta,Positivo
RT @jornaldarecord: Vacinação contra febre amarela é intensificada após morte de macacos  https://t.co/iTJ3Z1pg0T #JornalDaRecord,Positivo
Jovem é preso suspeito de violência doméstica e cárcere em Uberlândia https://t.co/h0lPa9n92E https://t.co/3X2tzgEmoU,Positivo
@PMMG190 - Autor de roubo preso e o veículo produto de crime recuperado https://t.co/wmY6rGtgeV,Positivo
RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/8lZWXUJ1g6 https://t.co/P53yK3KK4U,Positivo
Quatro homens são presos por  tráfico de drogas em Janaúba https://t.co/0UXusfjOAB,Positivo
RT @carlinibh: Anel e metrô de BH não terão investimentos em 2017 - Politica - Estado de Minas https://t.co/d6U2NPoIt7,Positivo
"RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos.
https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A",Positivo
"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",Positivo
Menor é detido com drogas e balança de precisão em Montes Claros https://t.co/OuDLf6DD0L https://t.co/sv3y2BoAsg,Positivo
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/Om2MK5pCqi https://t.co/aCxUlMmNRk,Positivo
Polícia Civil prende traficante de drogas em Patos de Minas https://t.co/cijyMSVRXx https://t.co/nCzBOPgEQY,Positivo
"Tentativa de fuga no presídio de Mariana-MG, na madrugada de 30/01 https://t.co/gXTSFxcNnQ",Positivo
"RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos.
https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A",Positivo
"Casal é detido suspeito de tráfico de drogas em Iapu, MG https://t.co/5vpF0jgw1w https://t.co/BBJfGTVmIx",Positivo
"Presídio privado em MG nunca teve rebeliões, R$ 1.750 é o custo do preso e à manutenção da cadeia, lá preso trabalha https://t.co/wGb3Qh6b17",Positivo
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",Positivo
"@PMMG190 - Ouro Preto - Durante Operação Policial, menor é apreendido por tráfico de drogas https://t.co/XKsJrndINC",Positivo
Governo de Minas empossa novos agentes penitenciários https://t.co/tfGV6ijyPr https://t.co/ELopI1QIrC,Positivo
Bandido bom é bandido recuperado - Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/xkkAPNwNtA,Positivo
Motoristas e cobradores manifestam contra insegurança em Juiz de Fora https://t.co/OjcvGju5cH,Positivo
"New post: ""PM apreende armas de fogo, munições e drogas em Juiz de Fora"" https://t.co/aMblJBSFdU",Positivo
Prefeitura de Juiz de Fora apresenta ações de prevenção à febre amarela - https://t.co/smS92PWPDN https://t.co/GVOxAOXtqT,Positivo
'Jeitinho Kalil': novo prefeito de BH almoça de marmitex e elimina traje formal - Politica - Estado de Minas https://t.co/v4LMYbJgNy,Positivo
Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/mVsU6R2JN2 #timbeta #sdv #betaajudabeta,Positivo
"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",Positivo
#i5gornascimento @i5gornascimento g1 Homem é preso em Sabará suspeito de estupro e roubo de celular https://t.co/eIQN8o4wl9,Positivo
#timbeta #globo Polícia prende nove suspeitos de tráfico de drogas em Ipatinga https://t.co/skcR2kvR4T #OperacaoBetaLab #Sigodevolta,Positivo
Polícia prende nove suspeitos de tráfico de drogas em Ipatinga #G1 https://t.co/NUwHQt1lOL,Positivo
Presos por roubo à casa em Juiz de Fora têm histórico de crimes violentos https://t.co/EvXdXs9xQJ https://t.co/WlwNLSPv6D,Positivo
RT @CanalSaude: Minas Gerais recebe auxílio da Força Nacional do SUS para casos de febre amarela https://t.co/XS3cGpCkb8 #CanalSaude,Positivo
"g1: Tentativa de fuga é impedida no presídio de Mariana, MG, diz secretaria https://t.co/P8DhvEtV5C #G1 https://t.co/4WlgyMh771 #timbeta …",Positivo
RT @marcelloterto: Com menos se faz mais: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/iSWaagdU2o,Positivo
"PROERD, COORDENADO PELA PM, É REFERÊNCIA EM PREVENÇÃO AO USO DE DROGAS ENTRE JOVENS
Minas Gerais tem mais de 600... https://t.co/jiRD7PtJ7b",Positivo
Dois são detidos ao tentar jogar celulares e drogas em presídio de MG https://t.co/lnsrj1JePg #brasil,Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/QieNZk96mb,Positivo
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjPjCAC https://t.co/s9yOwjCAmu",Positivo
Rio distribui vacinas contra febre amarela a municípios na divisa com Minas Gerais https://t.co/qmVhGTHRWQ #ANV https://t.co/HhXVoEByK6,Positivo
"RT @jornalhojeemdia: Resultado das contas do governo de Minas melhora, mas continua no vermelho https://t.co/PhB9H3kvFS https://t.co/lzE3kK…",Positivo
� #MinasGerais recebe auxílio da Força Nacional do #SUS para casos de #febreamarela https://t.co/8xoRYidoZc… https://t.co/LOpKgMJUod,Positivo
Jovem é preso suspeito de violência doméstica e cárcere em Uberlândia  https://t.co/ok4TrJcoxk,Positivo
"RT @CFMV_oficial: “Precisamos levar a sério a educação brasileira"", afirma o presidente do CFMV, Benedito Fortes de Arruda. Leia mais: http…",Positivo
"Nesse presídio de Minas os detentos ficam soltos, estudam e trabalham; e não existe violência https://t.co/crKjNK7TTo via @hypeness_combr",Positivo
@PMMG190 - POLICIAIS MILITARES DO 25º BPM PRENDEM / APREENDEM AUTORES DE ROUBO https://t.co/Ti3u4snKPQ,Positivo
"@PMMG190 - Ataxá - PM prende autor de homicídio, apreende drogas e recupera veículo furtado https://t.co/Ix6poBxmr7",Positivo
Pimentel anuncia R$ 26 milhões para o combate da febre amarela em MG https://t.co/O0pjoStOOb https://t.co/Z5wVKUEkbU,Positivo
"#timbeta #globo Polícia apreende armas e drogas no distrito de Barra Alegre, em Ipatinga https://t.co/NWTiWwlpNF #OperacaoBetaLab #Sigodev…",Positivo
Cinco homens são presos suspeitos de tráfico de drogas em Pirapora https://t.co/nuKb62ujtJ https://t.co/DpuE9c40fk,Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/etWh28yQdY,Positivo
Amanhã acontecerá a solenidade de entrega de ônibus escolares destinados ao atendimento das demandas da educação do estado de Minas Gerais,Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/H6WbEqzsUH,Positivo
Presos por roubo à casa em Juiz de Fora têm histórico de crimes violentos https://t.co/OroeisWquX https://t.co/kQdKh0HlKe,Positivo
A Codevasf e o Governo do Estado de Minas Gerais uniram novos esforços para a retomada do convênio que irá... https://t.co/AiwmRnrPUs,Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões. E agora, José? https://t.co/zOGi877LRn",Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/wHaxcjcwVh,Positivo
"Polícia Militar prende autor de tentativa de roubo em Cachoeira do Campo, distrito de Ouro Preto-MG https://t.co/KInIaap9Vx",Positivo
@PMMG190 - Passa Quatro: jovem é presa por tráfico de drogas https://t.co/huXeQbl5yV,Positivo
"Ônibus carregado de drogas é flagrado na MG-353 em Juiz de Fora, MG https://t.co/iH74x1kK7h https://t.co/IMw4ZOPxZL",Positivo
RT @CacoBrasil2: POLÍCIA FEDERAL prende um homem por tráfico internacional de drogas com 10kg de cocaína em aeroporto de MG https://t.co/8W…,Positivo
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",Positivo
RT @CacoBrasil2: POLÍCIA FEDERAL prende um homem por tráfico internacional de drogas com 10kg de cocaína em aeroporto de MG https://t.co/8W…,Positivo
Policial de folga impede roubo e detém ladrões em Juiz de Fora https://t.co/YuLzrjTXDg https://t.co/ihVo0eSq8E,Positivo
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",Positivo
RT @governomg: Governador Fernando Pimentel entrega 401 veículos para transporte escolar. https://t.co/oGaa5W9S69 https://t.co/WVs98ilGoY,Positivo
Vacinação contra febre amarela é intensificada na zona rural de Uberaba https://t.co/rzMCEUhVCO https://t.co/jCthKUj0uo,Positivo
Polícia Civil mata 07 “cangaceiros” no Norte de Minas e impede roubo a banco (Mais informações: https://t.co/zrDk8b95DP),Positivo
"RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos.
https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A",Positivo
"Governo de Minas lança 4ª edital de incentivo à inovação tecnológica e empreendedorismo

https://t.co/6dSgeJGuaT https://t.co/clkpqKFLF1",Positivo
Líderes de motim em presídio de Minas Gerais serão transferidos https://t.co/SQ1YG0lyXn https://t.co/ZUyjFMh6jo,Positivo
"Após denúncia, PM apreende drogas, munição e armas em Araxá https://t.co/IKX7NnSW4N https://t.co/issmS0EGaT",Positivo
#timbeta #globo Polícia apreende armas e drogas em uma casa em Montes Claros https://t.co/cNOJM9Ukko #OperacaoBetaLab #Sigodevolta,Positivo
CRONOGRAMA DE DESIGNAÇÃO EM 2017 PARA AS ESCOLAS PÚBLICAS ESTADUAIS DE MINAS. https://t.co/jA7GrUVykL,Positivo
"RT @Hugotim1: #timbeta #globo Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/2v7F40SxUB #OperacaoBetaLa…",Positivo
"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",Positivo
A #UFMG publicou edital nº 586/2016 de #concurso  vaga de #Professor de Língua Inglesa #Vaga https://t.co/VznbnlyQbf,Positivo
RT @otempo: Rio distribui vacinas contra febre amarela em municípios perto de MG  https://t.co/w2qOuRiJvh https://t.co/eKlSeoXMX6,Positivo
@PMMG190 - PM PRENDE AUTORES DE ROUBO https://t.co/WPdqbZxnRi,Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/rLb1yaO7Er,Positivo
"RT @felipefonte: Com três anos, presídio privado em Minas Gerais não teve rebeliões. E agora, José? https://t.co/zOGi877LRn",Positivo
Homem é preso com réplica de pistola após roubo em Montes Claros  https://t.co/Yb9wWq6yIK,Positivo
"#InformeEducação

O Governo de Minas anunciou que os adoecidos da Lei 100, por meio do PLC138 receberão o décimo... https://t.co/K3cqi7IcBa",Positivo
Motoristas e cobradores manifestam contra insegurança em Juiz de Fora https://t.co/w8sLloUihZ #G1 https://t.co/SBLA07r7jc,Positivo
"Tentativa de fuga é impedida no presídio de Mariana, diz secretaria https://t.co/KcaK3zfbeL https://t.co/a4OhfaYfrZ",Positivo
"RT @OGloboPolitica: Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos.
https://t.co/82tyxIrCW9 https://t.co/1imuf9X85A",Positivo
Vacinação contra febre amarela é intensificada na zona rural de Uberaba: Equipe da Secretaria Municipal de Saúde…… https://t.co/Exjq0b8Ma9,Positivo
A Secretaria de Estado de Saúde de Minas Gerais (SES-MG) fez o lançamento da Campanha de Enfrentamento ao Aedes... https://t.co/a1m46CBv1r,Positivo
"New post: ""Três adolescentes são apreendidos por tráfico de drogas em Ipatinga"" https://t.co/kdEixqMCiu",Positivo
MAIOR APREENSÃO DE DROGAS DA HISTÓRIA DE JENIPAPO DE MINAS. https://t.co/SSZTDP47n5,Positivo
PM apreende drogas na casa de avós de adolescente em Montes Claros  https://t.co/jSBqugLq4h,Positivo
Dupla é presa em Patrocínio suspeita de envolvimento em roubo à fazenda https://t.co/sRgzNP0QYD https://t.co/6iParGlSlp,Positivo
"RT @xenofonte: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/bmMzonoY6F",Positivo
"RT @pmrodoviaria: Militares do BPMRv recuperam veículo furtado na MG-424, em Sete Lagoas, e prendem o autor do furto. https://t.co/GH5rad7v…",Positivo
RT @em_com: Profissionais da saúde trabalham sem descanso para vacinar contra #FebreAmarela em Minas https://t.co/iZK7WUrB8w https://t.co/n…,Positivo
Caminhoneiro suspeito de forjar roubo de carga é preso em Araxá https://t.co/2B2a5aQ6K2,Positivo
Ação do Governo de Minas Gerais beneficiará 12 mil agricultores familiares: https://t.co/7c9DRkcabD,Positivo
NOTA DO GOVERNO DE MINAS GERAIS https://t.co/4sQASh4vKa https://t.co/CMUg2OC5N4,Positivo
em_com: #Detran-MG realiza ações de educação de #trânsito durante mês de fevereiro https://t.co/jtYenc5MX6 https://t.co/1jaDZLkrpV #timbe…,Positivo
Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/UznM0iJedj #riodejaneiro,Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/rmvSMhoxRo",Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/n8xIWTNLu1 https://t.co/gL9eybk47J",Positivo
"Vacinação contra febre amarela é intensificada na zona rural de Uberaba
https://t.co/Fw7UcnwHv5
#BetaAjudaBeta",Positivo
crime organizado .Agente penitenciária é presa com drogas e celulares em Cuiabá - https://t.co/IWp88VaX3N via https://t.co/674Var97Al,Positivo
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",Positivo
Polícia Civil apreende drogas e materiais para refino em Iturama https://t.co/EaweryYbMk,Positivo
Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/S54Kw0TMuZ https://t.co/4hRBcKOdCQ,Positivo
PM apreende pés de maconha e drogas em Uberlândia https://t.co/3UaoSBR7mp https://t.co/J0Wfg9BU4Y,Positivo
@PMMG190 - Monte Carmelo - Tráfico ilícito de drogas é combatido https://t.co/va8PaNaMD0,Positivo
"Após denúncia, PM apreende drogas, munição e armas em Araxá  https://t.co/nAgOPN6EBx #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes",Positivo
Homem é preso em Sabará suspeito de estupro e roubo de celular  https://t.co/6LujF76cvl,Positivo
"Dois homens são presos por tráfico de drogas em Japonvar, Norte de MG https://t.co/O5jjsmHQPg https://t.co/i425yEMLOQ",Positivo
RJ faz bloqueio contra febre amarela na divisa com MG https://t.co/z0zK56SKeO https://t.co/qCWHaOSf5L,Positivo
Polícia Civil identifica suspeito de roubo a ônibus em Juiz de Fora https://t.co/yabLCpeFIm #noticias,Positivo
Motoristas e cobradores manifestam contra insegurança em Juiz de Fora: Categoria pede providências após o aumento…… https://t.co/4lDq1ZQECq,Positivo
"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",Positivo
Governo de MG prevê aterro e estações de lixo para o Centro-Oeste https://t.co/vWpnSFu27r,Positivo
Quatro homens são presos suspeitos de tráfico de drogas em Pirapora https://t.co/dflEBG9G9M https://t.co/F5cRXC5RgZ,Positivo
Rio distribui vacinas contra febre amarela a municípios na divisa com Minas https://t.co/HcltDKvP27,Positivo
Polícia Civil apresenta dupla presa por tráfico de drogas em Patrocínio https://t.co/TIaY4tv6zT https://t.co/8AggRwT7vq,Positivo
Vacinação contra febre amarela é intensificada na zona rural de Uberaba https://t.co/bpXQRhQl4J https://t.co/V6aUQNEUkf,Positivo
@PMMG190 - Polícia Militar apreende autor de tráfico de drogas em Ouro Preto (MG) https://t.co/FmzSvgY3mR,Positivo
Ônibus carregado de drogas é flagrado na MG-353; motorista é preso #G1 https://t.co/vM33NG51mB,Positivo
Polícia Civil identifica suspeito de roubo a ônibus em Juiz de Fora https://t.co/EDKhMWqLBt,Positivo
Dois homens são preso após roubo de vaca na zona rural de Unaí https://t.co/XbOM5TO4cV https://t.co/laHGCXu1Wi,Positivo
@PMMG190 - MANHUAÇU  PM recupera motocicleta furtada antes da vítima saber sobre o furto https://t.co/uch1lziTLq,Positivo
"PM apreende armas de fogo, munições e drogas em Juiz de Fora: Material foi encontrado durante patrulhamento no…… https://t.co/3jp7SBCiNV",Positivo
@PMMG190 - 153ª CIA PM - PM PRENDE AUTORES DE TRÁFICO DE DROGAS https://t.co/83RWQ4lRLe,Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/4rUEVaiFcs",Positivo
Governo do RJ faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/3enAPWWpqF https://t.co/l8AqJEXfxQ,Positivo
Presos por roubo à casa em Juiz de Fora têm histórico de crimes violentos https://t.co/wAyVefKh5M,Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjPjCAC https://t.co/s9yOwjCAmu",Positivo
Vacinação contra febre amarela é ampliada em Coronel Fabriciano https://t.co/vSScQsZ7fa #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes,Positivo
"PM prende rapaz por vadiagem e uso de drogas no Centro de Raul Soares, MG https://t.co/1HtP6dfPo6 https://t.co/Eul1L7kQ7g",Positivo
Presídio em MG adota novo modelo e consegue recuperar 60% dos presos: https://t.co/01a3eWKi4Z,Positivo
"Em Montes Claros, mutirão realiza vacinação contra a febre amarela https://t.co/VPOvQK6cnt #SomosTodosDilma #Raynniere #BuyRaynniereOnItun…",Positivo
Homem tenta correr da polícia e acaba preso por tráfico de drogas https://t.co/PWnfE6Iu2B #R7MG #RecordTVMinas,Positivo
@PMMG190 - GEPAR 124ª CIA APREENDE DROGAS E ARMA https://t.co/mlWLDYLW1H,Positivo
Jovem é preso em Patos de Minas suspeito de tráfico e roubo na região https://t.co/ZPMUc7ckHW,Positivo
"PM apreende maconha e celular em presídio de Coronel Fabriciano, MG https://t.co/EmX4cHeKve https://t.co/RGKs5JN9px",Positivo
@PMMG190 - Vespasiano - Policia Militar apreende drogas e colete balístico  https://t.co/91xPyItLlD,Positivo
"PM apreende armas de fogo, munições e drogas em Juiz de Fora https://t.co/uROMwcXCqZ",Positivo
Homem é preso suspeito de envolvimento com tráfico de drogas em Belo Horizonte https://t.co/b3F93JPmtK https://t.co/4Vw2Tr7DQD,Positivo
BRASIL: Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/QbZFDRrPJZ… https://t.co/inwTT20DOr,Positivo
#i5gornascimento @i5gornascimento Motoristas e cobradores manifestam contra insegurança em Juiz de Fora https://t.co/c0jjqfYw5n,Positivo
Polícia Civil apreende drogas e materiais para refino em Iturama https://t.co/a7FryGvISw https://t.co/zh6RVx6nQa,Positivo
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/vX4le6IgZO https://t.co/yKx7HMsjep,Positivo
"em_com: Secretário de Saúde afirma que novos casos de #FebreAmarela em Minas estão em declínio
https://t.co/anX852Bv0N …",Positivo
Ônibus carregado de drogas é flagrado na MG-353; motorista é preso https://t.co/NAZUUsHMeb https://t.co/rJyoktQfL2,Positivo
"RT @RoseanaSC: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/cA5fzEceBq tão simples de resolver",Positivo
Minas Gerais recebe auxílio da Força Nacional do SUS para atendimento aos pacientes com suspeita de febre amarela https://t.co/uuWALAvAWE,Positivo
Polícia em MG apresenta rapaz que recebia drogas sintéticas via correios https://t.co/4ykiumE2FF,Positivo
"Iveco Bus entrega 628 ônibus ao Governo de Minas Gerais 
LEIA: https://t.co/aOErfjx3jS https://t.co/a1fIxv5m7N",Positivo
"@PMMG190 - PM apreende menores com drogas, balança de precisão... https://t.co/iq3ZZzuQsP",Positivo
#timbeta #globo Secretaria de Educação de Formiga abre novo processo seletivo https://t.co/OtP9FR3dTr #OperacaoBetaLab #Sigodevolta,Positivo
"Prefeitura de Divinópolis, MG realiza processo seletivo para Professor https://t.co/kNILKzMu17 https://t.co/XTvg62Hi5Z",Positivo
Suspeito de tráfico de drogas é detido com mais de R$ 22 mil em Juiz de Fora https://t.co/EpfSMUUxg3 #TimBeta,Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/KSwQ4nZO1v https://t.co/m2UzoIkIEb",Positivo
"RT @fera2k: Presídio privado em Minas Gerais nunca teve rebeliões.
https://t.co/lKC8nj3Dpl",Positivo
"RT @JornalOGlobo: Com três anos, presídio privado em Minas Gerais não teve rebeliões. https://t.co/GHIgjP21c2 https://t.co/ag3VCTfCbl",Positivo
Rio faz bloqueio contra febre amarela em municípios na divisa com Minas Gerais https://t.co/ZrvOddrqMx,Positivo
"RT @caminhodaescola: @CNHIndustrial entrega 628 ônibus ORE 2 IVECO BUS ao Governo de Minas Gerais

https://t.co/yKPqJIKxZl

https://t.co/h0…",Positivo
"Polícia detém suspeitos de sequestro em Guarani, MG https://t.co/ReykUtYXLI https://t.co/aTZTaAkdJv",Positivo
"Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/jeDPyFzsgO",Positivo
@PMMG190 - Autores de roubo são presos em Raposos https://t.co/WW49oWLR27,Positivo
"RT 
Mulher foi presa e responderá por tráfico internacional de drogas. Investigação começou após macapaense ser presa em MG com cocaína.",Positivo
Campanha de prevenção à febre amarela tem início em Córrego Fundo https://t.co/aV7IwARzYD,Positivo
Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/PWJetHxFjb,Positivo
RT @GloboRural: Agricultores são vacinados contra a febre amarela no ES e em MG: https://t.co/1IRXaZmD0e #GloboRural https://t.co/cnpki4kh2Q,Positivo
Grupo é detido após roubo e carreta recuperada em MG https://t.co/Q9vWjPEU2a #SomosTodosDilma #Raynniere #BuyRaynniereOnItunes,Positivo
Governo anuncia ensino integral em três escolas estaduais do Triângulo https://t.co/FRABcAjIBJ,Positivo
@PMMG190 - BURITIS - APREENSÃO DE DROGAS https://t.co/nLgTwjtyk0,Positivo
"Homem invade fórum para matar juiz e é morto por segurança em Unaí, MG https://t.co/q76d1PZFxv https://t.co/m6zE6HVGJA",Positivo
Agricultores são vacinados contra a febre amarela no ES e em MG https://t.co/Y2OspAwcAu,Positivo
Presídio em Minas adota novo modelo e consegue recuperar 60% dos presos https://t.co/Ngn0Yy1cMm,Positivo
Polícia Civil identifica suspeito de roubo a ônibus em Juiz de Fora https://t.co/RFZzsXbDnH https://t.co/tFdFji2oZ0,Positivo
Suspeitos de envolvimento em roubo de bancos no Sul de MG são presos https://t.co/bseuv7xU0K https://t.co/oePAKO5wo3,Positivo
"#timbeta #globo Em Montes Claros, mutirão realiza vacinação contra a febre amarela https://t.co/G88fcNguVS #OperacaoBetaLab #Sigodevolta",Positivo
RT @portalbrasil: � #MinasGerais recebe auxílio da Força Nacional do #SUS para casos de #febreamarela https://t.co/8xoRYidoZc @MinSaude htt…,Positivo
#i5gornascimento @i5gornascimento Polícia Civil irá investigar roubo a loja de departamentos em Juiz de Fora https://t.co/joEaS9wbvR,Positivo
"Polícia prende suspeito de tráfico de drogas em Santana do Paraíso, MG https://t.co/GhwzrynIKA https://t.co/Q0cKnvbfkn",Positivo
Suspeito de tráfico de drogas é detido com mais de R$ 22 mil em Juiz de Fora  https://t.co/39kbhyqzPo,Positivo
"RT @OGloboPolitica: Com três anos, presídio privado em Minas Gerais não teve rebeliões https://t.co/Pls2dpH7j4 https://t.co/7u5I9Kqa1F",Positivo
@PMMG190 - Autores de furto de motocicleta são presos pela PM https://t.co/tNqgIZM89W,Positivo
